lp,"nr pasażera PEKA",data,linia - kierunek,"godzina wejścia","godzina wyjścia","czas podróży(min)","przystanek wejściowy","przystanek wyjściowy","liczba przejechanych przystanków"
487,487,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
488,488,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
489,489,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
490,490,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
491,491,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
492,492,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
493,493,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
494,494,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
495,495,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
496,496,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
497,497,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
498,498,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
499,499,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
500,500,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
501,501,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
502,502,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
503,503,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
504,504,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
505,505,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
506,506,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
507,507,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
508,508,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
509,509,2025-10-25,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
510,510,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
511,511,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
512,512,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
513,513,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
514,514,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
515,515,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
516,516,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
517,517,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
518,518,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
519,519,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
520,520,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
521,521,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
522,522,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
523,523,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
524,524,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
525,525,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
526,526,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
527,527,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
528,528,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
529,529,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
530,530,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
531,531,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
532,532,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
533,533,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
534,534,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
535,535,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
536,536,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
537,537,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
538,538,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
539,539,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
540,540,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
541,541,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
542,542,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
543,543,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
544,544,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
545,545,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
546,546,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
547,547,2025-10-26,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
548,548,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
549,549,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
550,550,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
551,551,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
552,552,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
553,553,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
554,554,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
555,555,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
556,556,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
557,557,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
558,558,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
559,559,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
560,560,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
561,561,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
562,562,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
563,563,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
564,564,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
565,565,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
566,566,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
567,567,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
568,568,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
569,569,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
570,570,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
571,571,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
572,572,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
573,573,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
574,574,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
575,575,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
576,576,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
577,577,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
578,578,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
579,579,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
580,580,2025-10-27,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
581,581,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
582,582,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
583,583,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
584,584,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
585,585,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
586,586,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
587,587,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
588,588,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
589,589,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
590,590,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
591,591,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
592,592,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
593,593,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
594,594,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
595,595,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
596,596,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
597,597,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
598,598,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
599,599,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
600,600,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
601,601,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
602,602,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
603,603,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
604,604,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
605,605,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
606,606,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
607,607,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
608,608,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
609,609,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
610,610,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
611,611,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
612,612,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
613,613,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
614,614,2025-10-28,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
615,615,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
616,616,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
617,617,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
618,618,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
619,619,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
620,620,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
621,621,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
622,622,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
623,623,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
624,624,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
625,625,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
626,626,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
627,627,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
628,628,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
629,629,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
630,630,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
631,631,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
632,632,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
633,633,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
634,634,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
635,635,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
636,636,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
637,637,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
638,638,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
639,639,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
640,640,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
641,641,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
642,642,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
643,643,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
644,644,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
645,645,2025-10-29,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
646,646,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
647,647,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
648,648,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
649,649,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
650,650,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
651,651,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
652,652,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
653,653,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
654,654,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
655,655,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
656,656,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
657,657,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
658,658,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
659,659,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
660,660,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
661,661,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
662,662,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
663,663,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
664,664,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
665,665,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
666,666,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
667,667,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
668,668,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
669,669,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
670,670,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
671,671,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
672,672,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
673,673,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
674,674,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
675,675,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
676,676,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
677,677,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
678,678,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
679,679,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
680,680,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
681,681,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
682,682,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
683,683,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
684,684,2025-10-30,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
685,685,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
686,686,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
687,687,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
688,688,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
689,689,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
690,690,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
691,691,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
692,692,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
693,693,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
694,694,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
695,695,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
696,696,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
697,697,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
698,698,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
699,699,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
700,700,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
701,701,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
702,702,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
703,703,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
704,704,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
705,705,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
706,706,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
707,707,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
708,708,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
709,709,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
710,710,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
711,711,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
712,712,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
713,713,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
714,714,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
715,715,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
716,716,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
717,717,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
718,718,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
719,719,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
720,720,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
721,721,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
722,722,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
723,723,2025-11-01,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
724,724,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
725,725,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
726,726,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
727,727,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
728,728,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
729,729,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
730,730,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
